decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash
SGD-2B148B355187C7,SRC-ALL-PROJECTS,1120309,西富,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\西富-消防控制箱工作紀錄單.xls,西富-消防控制箱工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-C101D94F931E,SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-001,CC538D4A249739FD8156F5395D30B38270461FABCBC050E4168AB37DE69B4982,72192,xls,含稅,visible,8D6D4E7DFF5BE2B239C4195E6B649D92BC72C21554DF166FD6BDF04CF8E6BEC5,2,1120309,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-C101D94F931E|SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,
SGD-E60546B963BC8E,SRC-ALL-PROJECTS,1120309,西富,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\西富-消防控制箱工作紀錄單.xls,西富-消防控制箱工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-C101D94F931E,SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-002,CC538D4A249739FD8156F5395D30B38270461FABCBC050E4168AB37DE69B4982,72192,xls,未稅,visible,5DD4F8F347F999BAB88D6EC485364E6642613735199C429B337F89EE33E7E2B0,2,1120309,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-C101D94F931E|SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-002,source_guard_policy_v2_autonomous_eval,,,,
