decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash,sanitized_csv_path,sanitized_csv_sha256,non_empty_rows
SGD-2B148B355187C7,SRC-ALL-PROJECTS,1120309,西富,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\西富-消防控制箱工作紀錄單.xls,西富-消防控制箱工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-C101D94F931E,SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-001,CC538D4A249739FD8156F5395D30B38270461FABCBC050E4168AB37DE69B4982,72192,xls,含稅,visible,8D6D4E7DFF5BE2B239C4195E6B649D92BC72C21554DF166FD6BDF04CF8E6BEC5,2,1120309,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-C101D94F931E|SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120309\legacy_xls_parse\1120309\SRC-ALL-PROJECTS-FILE-C101D94F931E\001_含稅.csv,1B204C5C2261878D2216C81F432548D2DFB0D080C5A7F39CFB670AB745D9E191,35
SGD-E60546B963BC8E,SRC-ALL-PROJECTS,1120309,西富,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\西富-消防控制箱工作紀錄單.xls,西富-消防控制箱工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-C101D94F931E,SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-002,CC538D4A249739FD8156F5395D30B38270461FABCBC050E4168AB37DE69B4982,72192,xls,未稅,visible,5DD4F8F347F999BAB88D6EC485364E6642613735199C429B337F89EE33E7E2B0,2,1120309,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-C101D94F931E|SRC-ALL-PROJECTS-FILE-C101D94F931E-XLS-SHEET-002,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120309\legacy_xls_parse\1120309\SRC-ALL-PROJECTS-FILE-C101D94F931E\002_未稅.csv,D4E55C5634749A4099E1628AE1B8945C0BC774E5845F616297EFA14AE3D893BC,29
SGD-7953736B7D1ACC,SRC-ALL-PROJECTS,1120309,西富,112年度工作\112年度工作\112年度工作(已完成)\1120309西富-聯電用消防箱\聯電用箱消防1120322成本.xlsx,聯電用箱消防1120322成本.xlsx,SRC-ALL-PROJECTS-FILE-EAD8067CA1D8,SRC-ALL-PROJECTS-FILE-EAD8067CA1D8-SHEET-001,2D73342AED0FC7EFA2821D737A49ED45718B7CDC7E14B54CBC72F75B2EC1EE4F,388336,xlsx,報價,visible,13B9535D83F95F95BCAA93E3915353FFCB06A3F593418328905A6B46F261E240,1,1120309|1120322,西富,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-EAD8067CA1D8|SRC-ALL-PROJECTS-FILE-EAD8067CA1D8-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-AA40D44C961272,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\新竹縣富百田社區供水合約.xls,新竹縣富百田社區供水合約.xls,SRC-ALL-PROJECTS-FILE-01397B520288,SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-001,F17247092D6E35CE6B4C6EFBFF8ED1B549E3CFD63B676C747115FD8B5F86999E,93184,xls,標單總表,visible,162F7E8B9B64AD5A21F4AC825D7761C6A631EF9037945B51E82D21C3E2B26E8E,3,1120202,榮陳,allowed_contract_workbook,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED,SRC-ALL-PROJECTS-FILE-01397B520288|SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-01397B520288\001_標單總表.csv,E2EF67D2796C83B6BC9AC12C3C854E6CA945F4AC3583580838DC6926770CCC8E,12
SGD-4FA1EA8B791E41,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\新竹縣富百田社區供水合約.xls,新竹縣富百田社區供水合約.xls,SRC-ALL-PROJECTS-FILE-01397B520288,SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-002,F17247092D6E35CE6B4C6EFBFF8ED1B549E3CFD63B676C747115FD8B5F86999E,93184,xls,標單詳細表,visible,927D547707C46C9F2E9A9F4A4954DD901F8C2683143239EF8D05438ED394FADA,3,1120202,榮陳,allowed_contract_workbook,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED,SRC-ALL-PROJECTS-FILE-01397B520288|SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-002,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-01397B520288\002_標單詳細表.csv,8D513AF27FDA93F9B6AA0DC10CBE79C512BB5610C2D105664078962EDCF01A42,271
SGD-32B0F0B46D8E86,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\新竹縣富百田社區供水合約.xls,新竹縣富百田社區供水合約.xls,SRC-ALL-PROJECTS-FILE-01397B520288,SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-003,F17247092D6E35CE6B4C6EFBFF8ED1B549E3CFD63B676C747115FD8B5F86999E,93184,xls,標單單價分析表,visible,31889D6C4E55AA6E0B1CD059183BA3C56C59B6B236C3036195E7517024B62514,3,1120202,榮陳,allowed_contract_workbook,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED,SRC-ALL-PROJECTS-FILE-01397B520288|SRC-ALL-PROJECTS-FILE-01397B520288-XLS-SHEET-003,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-01397B520288\003_標單單價分析表.csv,6F5DAF54044360B01A2AD17072A6BD0C09952130216F23A80A3699DC72A35408,23
SGD-EEDE86BBE01B11,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\工作記錄單榮陳新竹富百田社區開發供水.xls,工作記錄單榮陳新竹富百田社區開發供水.xls,SRC-ALL-PROJECTS-FILE-09BF51E95000,SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-001,B33D5EC5BC90A4E5BF6C1D7866CF0B56FC5A7DEA76738ABA1ECB46C0D59F4688,161280,xls,0413,visible,44B250AE62DD3B0BC927C3C0EBF31D46567F1342287E2EFDFBA771BAAA7F9D65,6,1120202,榮陳,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-09BF51E95000|SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-09BF51E95000\001_0413.csv,AD0F33A7A0D4F68F87DCB8B78EF61DB3BC12674CC10FF4BB5F19DDA6868DAEA0,35
SGD-CB64939FF3530E,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\工作記錄單榮陳新竹富百田社區開發供水.xls,工作記錄單榮陳新竹富百田社區開發供水.xls,SRC-ALL-PROJECTS-FILE-09BF51E95000,SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-002,B33D5EC5BC90A4E5BF6C1D7866CF0B56FC5A7DEA76738ABA1ECB46C0D59F4688,161280,xls,0415,visible,80F99AC9C6518B1C241192861715CA6A227CACBF8E8B08CB512EBB3C660380EC,6,1120202,榮陳,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-09BF51E95000|SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-002,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-09BF51E95000\002_0415.csv,85443C0FDC9678CCFB657AECCCB90A88F859E5FA16AB8B2EA7210B1053FE7B9A,35
SGD-23BAB467863758,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\工作記錄單榮陳新竹富百田社區開發供水.xls,工作記錄單榮陳新竹富百田社區開發供水.xls,SRC-ALL-PROJECTS-FILE-09BF51E95000,SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-003,B33D5EC5BC90A4E5BF6C1D7866CF0B56FC5A7DEA76738ABA1ECB46C0D59F4688,161280,xls,空白,visible,B5AD89DF08DECDCE5F994AD3DA7C3BBEA1E45E17C3F9FE8E167667935B3A6262,6,1120202,榮陳,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-09BF51E95000|SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-003,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-09BF51E95000\003_空白.csv,1D9CD85BBEF8C721BBFD1971DE053612BFD9145A72AF191B7F8FFF5830E74A9D,35
SGD-D81988C9550320,SRC-ALL-PROJECTS,1120202,榮陳,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\工作記錄單榮陳新竹富百田社區開發供水.xls,工作記錄單榮陳新竹富百田社區開發供水.xls,SRC-ALL-PROJECTS-FILE-09BF51E95000,SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-004,B33D5EC5BC90A4E5BF6C1D7866CF0B56FC5A7DEA76738ABA1ECB46C0D59F4688,161280,xls,05,visible,C486E895C071C0C972EC1931CBA0899016DCFC94173F74D32DAB9D6E9DFCD142,6,1120202,榮陳,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-09BF51E95000|SRC-ALL-PROJECTS-FILE-09BF51E95000-XLS-SHEET-004,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-002\legacy_xls\1120202\legacy_xls_parse\1120202\SRC-ALL-PROJECTS-FILE-09BF51E95000\004_05.csv,768EF9E29A9A541E53DBA9A61496CBC5EA46A9498F86F833F1E0BEB02A18C41C,35
