decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-2C0266BF9B2905,111年度工作\111年度工作\111年度訂單(已完成)\1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程\聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程(訂單成本分析表).xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-8982F5F2FCE895,111年度工作\111年度工作\111年度訂單(已完成)\1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程\聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程(生產能力分析表、會議審查).xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-EE39A04C07059A,111年度工作\111年度工作\111年度訂單(已完成)\1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程\聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程(工作紀錄單).xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
