decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-B6FB5F61E3C292,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程\工作紀錄單國倫水電雲林廠轄下站流量計箱xls.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-F3A5C9E7B2674E,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程\雲林廠下游原水流量計箱合約.xlsx,標單總表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,EACD28A726F59056114ED8FFCA09DE3FB4FF55D246869101666815292F21450F
SGD-E25373215632FB,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程\雲林廠下游原水流量計箱合約.xlsx,標單詳細表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,DD692A2C465B9BDACE117F4F78CE313EC69A2A26DDFCA7D2C06BF98DD3202B9E
SGD-89E1E5092FF4EC,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程\雲林廠下游原水流量計箱合約.xlsx,標單單價分析表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,8D961332042D9E97EA964E12ED2127C2926B9B28CD9B03854121FE029B144A58
