decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash,sanitized_csv_path,sanitized_csv_sha256,non_empty_rows
SGD-09DA06DF2B167E,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\20230209-聯電P34壓降改善工程新-順大材料清單.xlsx,20230209-聯電P34壓降改善工程新-順大材料清單.xlsx,SRC-ALL-PROJECTS-FILE-3EC37639CD37,SRC-ALL-PROJECTS-FILE-3EC37639CD37-SHEET-001,9FD93DE0B2C29AFFE222B6861BF34A21CB8A9895A259A939AC0F8D9B7E8897A2,17908,xlsx,標單,visible,A4CB1FDEA734533361A0C90FD8F2B1156F91D27CCCC6F5C1741FCC7DA9EBA6FD,1,1120204,西富,allowed_material_list_workbook,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-3EC37639CD37|SRC-ALL-PROJECTS-FILE-3EC37639CD37-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-35AB5A021C3A72,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\西富-聯電P34壓降改善工程工作紀錄單.xls,西富-聯電P34壓降改善工程工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-444B06C024A3,SRC-ALL-PROJECTS-FILE-444B06C024A3-XLS-SHEET-001,B80DD2A7ADD81F4585C9814817080DDB9C49BC60BB8105F8336A7E448E842E00,72192,xls,含稅,visible,8D6D4E7DFF5BE2B239C4195E6B649D92BC72C21554DF166FD6BDF04CF8E6BEC5,2,1120204,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-444B06C024A3|SRC-ALL-PROJECTS-FILE-444B06C024A3-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-001\legacy_xls\1120204\legacy_xls_parse\1120204\SRC-ALL-PROJECTS-FILE-444B06C024A3\001_含稅.csv,1B204C5C2261878D2216C81F432548D2DFB0D080C5A7F39CFB670AB745D9E191,35
SGD-8CBD5F3034704F,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\西富-聯電P34壓降改善工程工作紀錄單.xls,西富-聯電P34壓降改善工程工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-444B06C024A3,SRC-ALL-PROJECTS-FILE-444B06C024A3-XLS-SHEET-002,B80DD2A7ADD81F4585C9814817080DDB9C49BC60BB8105F8336A7E448E842E00,72192,xls,未稅,visible,05C492E5F09EA193E94CCA68349474F1B13C0F4B921E156D581A74D81DFAD3FA,2,1120204,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-444B06C024A3|SRC-ALL-PROJECTS-FILE-444B06C024A3-XLS-SHEET-002,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-001\legacy_xls\1120204\legacy_xls_parse\1120204\SRC-ALL-PROJECTS-FILE-444B06C024A3\002_未稅.csv,00E01C7E65982646422C528A18FF32B17232BF5111A4343B6FB100D1A95DBCDB,29
SGD-A803CE6A96E85D,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\20230209-聯電P34壓降改善工程-順大成本.xlsx,20230209-聯電P34壓降改善工程-順大成本.xlsx,SRC-ALL-PROJECTS-FILE-5BAD9449EA5D,SRC-ALL-PROJECTS-FILE-5BAD9449EA5D-SHEET-001,F0819A701F8A75A264C38CD2AF9E9A633385F586FAD5F439ACA9189912C93C8E,18825,xlsx,標單,visible,3AFFC25EE7023B00F7B4B5F127A4C58EAE8CB6A72FB041A52D0A49423623EC12,1,1120204,西富,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-5BAD9449EA5D|SRC-ALL-PROJECTS-FILE-5BAD9449EA5D-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-444A59582C9342,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\西富-聯電P34壓降改善工程(分析表).xlsx,西富-聯電P34壓降改善工程(分析表).xlsx,SRC-ALL-PROJECTS-FILE-BD4E23EA99A3,SRC-ALL-PROJECTS-FILE-BD4E23EA99A3-SHEET-001,347D0B79091772A4D077640E769E8DD296C744016A94EA63A48E877E067AC987,13215,xlsx,分析表,visible,95194BB5E83C53002A50F163C117181904939D33B737A4BD5BBD0B04B2CD6A30,1,1120204,西富,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-BD4E23EA99A3|SRC-ALL-PROJECTS-FILE-BD4E23EA99A3-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-1422400433846E,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\西富-聯電P34壓降改善工程(成本分析表).xls,西富-聯電P34壓降改善工程(成本分析表).xls,SRC-ALL-PROJECTS-FILE-D50AF9C15846,SRC-ALL-PROJECTS-FILE-D50AF9C15846-XLS-SHEET-001,EF11B530947E654AB4487B0EB8D561379F86FC63E367C714357FC73445BDAEC2,39424,xls,Sheet1 (3),visible,985C43E98D795D8C6B57D6E153D78E9167AAFA1F6458F8C683D97C4C667F5CEE,1,1120204,西富,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED,SRC-ALL-PROJECTS-FILE-D50AF9C15846|SRC-ALL-PROJECTS-FILE-D50AF9C15846-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-001\legacy_xls\1120204\legacy_xls_parse\1120204\SRC-ALL-PROJECTS-FILE-D50AF9C15846\001_Sheet1 (3).csv,EFFCEEF0F668DA82134BD8BE95B2278291D826102C94CAAEC19A937695C7E74F,24
SGD-CFDBF4ED1D92E9,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\20230218-聯電P34壓降改善工程-順大報價(承製價).xlsx,20230218-聯電P34壓降改善工程-順大報價(承製價).xlsx,SRC-ALL-PROJECTS-FILE-FE5FFEA29A5D,SRC-ALL-PROJECTS-FILE-FE5FFEA29A5D-SHEET-001,4D4BF5BFC4CDF110C5E9BAE7B0EF72F67DDB2D99EEEF87920450666EACC33A85,17888,xlsx,標單,visible,743C5FCD8F4F36086E55C406B8978B5301AAFA31933724CD0D7355BA6FC6E2FF,1,1120204,西富,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-FE5FFEA29A5D|SRC-ALL-PROJECTS-FILE-FE5FFEA29A5D-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-21CA6EB02B3F9E,SRC-ALL-PROJECTS,1120204,西富,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\西富-聯電P34壓降改善工程(會議審查).xlsx,西富-聯電P34壓降改善工程(會議審查).xlsx,SRC-ALL-PROJECTS-FILE-FF2285677A4F,SRC-ALL-PROJECTS-FILE-FF2285677A4F-SHEET-001,5444325CB46DD43A573C105C606FABF3EAB7F60EE254231169D4F343F9965544,21300,xlsx,會議審查,visible,44807A1024F17B0B161374431303DB6F8BB77161CB9C1D5C7F1A6643873E7B5E,1,1120204,西富,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE,SRC-ALL-PROJECTS-FILE-FF2285677A4F|SRC-ALL-PROJECTS-FILE-FF2285677A4F-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-C9DC0B02531B05,SRC-ALL-PROJECTS,1120301,核陽,"112年度工作\112年度工作\1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程\聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(合約審查會議記錄表).xlsx","聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(合約審查會議記錄表).xlsx",SRC-ALL-PROJECTS-FILE-418A5E272D5E,SRC-ALL-PROJECTS-FILE-418A5E272D5E-SHEET-001,B9F0445F5B0FC2FA7FB524717CD95A032CF096979DEB50E98DCC8F28178A4A19,21921,xlsx,會議審查,visible,5234714507ACE8AF73CF54F0F4EA7A81BFB73F7448472D3A8FD6066D916DCD1B,1,1120301,核陽,allowed_contract_workbook,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE,SRC-ALL-PROJECTS-FILE-418A5E272D5E|SRC-ALL-PROJECTS-FILE-418A5E272D5E-SHEET-001,source_guard_policy_v1,,,,,,,
SGD-A253FCC2E4CA24,SRC-ALL-PROJECTS,1120301,核陽,"112年度工作\112年度工作\1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程\聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(分析表).xls","聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(分析表).xls",SRC-ALL-PROJECTS-FILE-5F0650859878,SRC-ALL-PROJECTS-FILE-5F0650859878-XLS-SHEET-001,C8426DBCD60B560DB8EE5466C4553C19C12ACD4F2CEE5E39783E50908A9B61BE,35328,xls,分析表,visible,648E20698B82ECB272842D2C245260964ED48D1FCA4200383F83513B4B53B28F,1,1120301,核陽,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,CANDIDATE,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED,SRC-ALL-PROJECTS-FILE-5F0650859878|SRC-ALL-PROJECTS-FILE-5F0650859878-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-001\legacy_xls\1120301\legacy_xls_parse\1120301\SRC-ALL-PROJECTS-FILE-5F0650859878\001_分析表.csv,EA83FC8AC1E28D1EFD679093ACB7ACBDC0771F9E6E569276C6E5EF1D22015D8B,13
SGD-1376E169824D3A,SRC-ALL-PROJECTS,1120301,核陽,"112年度工作\112年度工作\1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程\聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(工作紀錄單).xls","聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程(工作紀錄單).xls",SRC-ALL-PROJECTS-FILE-78D4762D6A2F,SRC-ALL-PROJECTS-FILE-78D4762D6A2F-XLS-SHEET-001,335866E786DF54ED6FF072BAFF932D1B2F33E00D784C0373C93A6437714F74DD,50688,xls,至得金屬追加,visible,9A36C0B0DE7DC438F9D2F54D0F8C3F1172571215EB25A74A0664C302D86F9C93,1,1110301|1120301,核陽,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-78D4762D6A2F|SRC-ALL-PROJECTS-FILE-78D4762D6A2F-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,,manifests\baseline-024\source_candidates\batch-001\legacy_xls\1120301\legacy_xls_parse\1120301\SRC-ALL-PROJECTS-FILE-78D4762D6A2F\001_至得金屬追加.csv,31EA5D7B93DB1C701DC40C61E6092007448A8DF6043B904268005EED63EA2EFB,35
SGD-14ED503CE84CB9,SRC-ALL-PROJECTS,1120301,核陽,"112年度工作\112年度工作\1120301核陽-聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程\聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程詢價單(112.02.22)--順大電機議價後報價.xlsx","聯電 12A P1_P2 CUB棟 CDA,冰機盤控制配電工程詢價單(112.02.22)--順大電機議價後報價.xlsx",SRC-ALL-PROJECTS-FILE-A447BF4C2EFD,SRC-ALL-PROJECTS-FILE-A447BF4C2EFD-SHEET-001,4EBCFB2A6E8489B92AA81A84592E8D6D643C62DE82A50F0FE8494908A0A3E79E,16080,xlsx,詢價單 ,visible,2732101DF28E69F444EB3705687EE466C41D3C00D7CCDB6973B5E257CD847726,1,1120301,核陽,spreadsheet_other,openpyxl,3.1.5,PARSED_WITH_FINGERPRINT,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,NEEDS_HUMAN_REVIEW,UNREVIEWED,INSUFFICIENT_IDENTITY,SRC-ALL-PROJECTS-FILE-A447BF4C2EFD|SRC-ALL-PROJECTS-FILE-A447BF4C2EFD-SHEET-001,source_guard_policy_v1,,,,,,,
