decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash
SGD-35FFCCDCE5550D,SRC-ALL-PROJECTS,1120201,立岳,112年度工作\112年度工作\112年度工作(已完成)\1120201立岳-南工處第三工務所辦公室整遷工程\立岳-南工處第三工務所整遷工程工作紀錄單.xls,立岳-南工處第三工務所整遷工程工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-E039B2D5783C,SRC-ALL-PROJECTS-FILE-E039B2D5783C-XLS-SHEET-001,30834CC0B9EB691AAA6D7A1F3FA745CFA6FADAF1FCF51DC058440E9ED3CD8B1E,50176,xls,未稅,visible,18C6689C3803AC5B07B210D9151AEEB0795D71349B4726497A78068D7103C6EC,1,1120201,立岳,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-E039B2D5783C|SRC-ALL-PROJECTS-FILE-E039B2D5783C-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,
