decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-0217C79AC0A2D8,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\國倫古坑梅山站支援竹崎機電成本分析表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-2BB8F4C5348957,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\古坑梅山站支援竹崎供水合約.xlsx,標單總表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,0F1C68C85203EFE5BC019510A6CDF687E07074A651A47740D719961775B63ADB
SGD-60695E46370264,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\古坑梅山站支援竹崎供水合約.xlsx,標單詳細表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,761880610C53C55472E1F8C390605774369896C4C3DE4A05DBBFF29AA51C6AE5
SGD-0934CE53139606,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\古坑梅山站支援竹崎供水材料清單.xlsx,標單總表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,0F1C68C85203EFE5BC019510A6CDF687E07074A651A47740D719961775B63ADB
SGD-F941FF6BCB2B6C,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\古坑梅山站支援竹崎供水材料清單.xlsx,標單詳細表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,B12366907E792317BE71F0816A85EB4623FAE8AF83B2117E35AB2AF333F2DAFC
SGD-54581891916AF9,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\國倫水電古坑梅山站支援竹崎機電會議審查表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-04F75CA0E93D81,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\國倫古坑所梅山站支援竹崎成本分析分項.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-AF673D3E5641B3,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\工作記錄單國倫水古坑梅山站支援竹崎所機電ls.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-9F70E222E978E9,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程\國倫水電古坑梅山站支援竹崎機電生產能力分表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
