decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-E47CE60F98FBF0,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\宇博義竹所六區受支援水量計分項ls.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-C5E0EFB26076B0,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\宇博義竹所六區支受援水量計合約審查表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-5F108DF896D683,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\義竹六區支受援水量計材料清單1.xlsx,標單總表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,E35E4089C1A054A0697ADFE8F789B25C24532EAF66934E0BD23D7919CF075F7A
SGD-343B359609575F,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\義竹六區支受援水量計材料清單1.xlsx,標單詳細表,visible,AUTO_DENIED,FORBIDDEN_LABEL_OR_ROLE|FORBIDDEN_SOURCE,NOT_PARSED,
SGD-1F9E956311AE35,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\義竹六區支受援水量計材料清單1.xlsx,標單單價分析表,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,BFD62E07A86628D5D043985E5F82541824B73CBC0DA193CF58A769298DA1F186
SGD-B1D85654CF548B,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\宇博義竹所六區支受援水量計訂單分析表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-B45D2F6E06C4AA,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\宇博義竹所六區支受援水量計生產能力分析表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-C39D3A376755C2,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計\工作記錄單宇博義竹所六區支受援水量計s.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
