decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash,sanitized_csv_path,sanitized_csv_sha256,non_empty_rows
SGD-E545F2AD4DC168,SRC-ALL-PROJECTS,1110103,國倫水電,111年度工作\111年度工作\111年度訂單(已完成)\1110103國倫水電控制箱\工作記錄單國倫水電控制箱ls.xls,工作記錄單國倫水電控制箱ls.xls,SRC-ALL-PROJECTS-FILE-7EA33A7EBA0E,SRC-ALL-PROJECTS-FILE-7EA33A7EBA0E-XLS-UNPARSED,C85DCB66895791B3C08D8569FE5CF8E0BCBE693FED3377D3782B80114A851195,154624,xls,,unknown,,,1110103,,spreadsheet_other,parser_required,none,PARSER_REQUIRED,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,PARSER_REQUIRED,UNREVIEWED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,SRC-ALL-PROJECTS-FILE-7EA33A7EBA0E|SRC-ALL-PROJECTS-FILE-7EA33A7EBA0E-XLS-UNPARSED,source_guard_policy_v1,,,,,,,
SGD-E74EECAFB1F567,SRC-ALL-PROJECTS,1110103,國倫水電,111年度工作\111年度工作\111年度訂單(已完成)\1110103國倫水電控制箱\孫先生控制盤材料清單xls.xls,孫先生控制盤材料清單xls.xls,SRC-ALL-PROJECTS-FILE-8CF02C4A8C99,SRC-ALL-PROJECTS-FILE-8CF02C4A8C99-XLS-UNPARSED,F5B9C2D1172F2664938BF0AB5ED5273313DBB15106053063757121B7E258F46E,35328,xls,,unknown,,,1110103,,allowed_material_list_workbook,parser_required,none,PARSER_REQUIRED,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,PARSER_REQUIRED,UNREVIEWED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,SRC-ALL-PROJECTS-FILE-8CF02C4A8C99|SRC-ALL-PROJECTS-FILE-8CF02C4A8C99-XLS-UNPARSED,source_guard_policy_v1,,,,,,,
SGD-1A5B6C1A83A5F8,SRC-ALL-PROJECTS,1110103,國倫水電,111年度工作\111年度工作\111年度訂單(已完成)\1110103國倫水電控制箱\孫先生控制盤新xls.xls,孫先生控制盤新xls.xls,SRC-ALL-PROJECTS-FILE-8F644FF5BC57,SRC-ALL-PROJECTS-FILE-8F644FF5BC57-XLS-UNPARSED,DCF8AD7681F8A56721E9A801D47486BB4CFFC4FC6540EBBA56596CF647A0F812,34304,xls,,unknown,,,1110103,,spreadsheet_other,parser_required,none,PARSER_REQUIRED,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,PARSER_REQUIRED,UNREVIEWED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,SRC-ALL-PROJECTS-FILE-8F644FF5BC57|SRC-ALL-PROJECTS-FILE-8F644FF5BC57-XLS-UNPARSED,source_guard_policy_v1,,,,,,,
