decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash,sanitized_csv_path,sanitized_csv_sha256,non_empty_rows
SGD-2471EB3B2380B6,SRC-ALL-PROJECTS,1110801,華格,111年度工作\111年度工作\111年度訂單(已完成)\1110801華格-內埔工業區汙水管路工程\華格-內埔工業區汙水管路工程工作紀錄單.xls,華格-內埔工業區汙水管路工程工作紀錄單.xls,SRC-ALL-PROJECTS-FILE-3FB79B273283,SRC-ALL-PROJECTS-FILE-3FB79B273283-XLS-UNPARSED,881608D165CE55F96CBF349890C72500DFB2D7BDA67F23CEBE57CA93DF0D1027,71680,xls,,unknown,,,1110801,華格,spreadsheet_other,parser_required,none,PARSER_REQUIRED,NONE,NONE,NONE,CURRENT_OR_UNKNOWN,,PARSER_REQUIRED,UNREVIEWED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,SRC-ALL-PROJECTS-FILE-3FB79B273283|SRC-ALL-PROJECTS-FILE-3FB79B273283-XLS-UNPARSED,source_guard_policy_v1,,,,,,,
