decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-628D223B34A365,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\屏東林邊溪伏流水工程材料清單.xlsx,估價單,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,31DE29085B628C7C191106E8FEAC74F7281C230CA3FBC977040E1AE7D99E6635
SGD-FCF2F785B0BD18,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\工作記錄單飛達屏東縣林邊溪伏流水xls.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-57C8A777DF4127,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\飛達屏東縣林邊溪伏流水示範場址生產能力分析表.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-BE3A43BF93A8B5,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\飛達機電屏東林邊溪伏流水成本分析.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
SGD-29710C0EE48604,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\屏東林邊溪伏流水工程合約.xlsx,估價單,visible,NEEDS_HUMAN_REVIEW,INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,5019008FF406DC39F2867611B1C6DD6231025AEF90ED88ABCF0F94CA51231162
SGD-D81C49DC8B8C31,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\飛達屏東縣林邊溪伏流水示範場址合約審查會議.xls,,unknown,PARSER_REQUIRED,HUMAN_REVIEW_REQUIRED|LEGACY_XLS_PARSER_REQUIRED,PARSER_REQUIRED,
