台灣自來水公司第五區管理處,,,,,,
總表[標單],,,,,,
,,,,,第 1 頁 共 1 頁,
工程名稱,雲林廠轄下場站原水井流量計改善工程,,,會計科目,,
施工地點,雲林縣 斗六市埤仔頭場、崙背鄉番社場、台西線三條崙場、台西線麥寮場,,,工程編號,WR10051994,
項 次,工  作  項  目,,,,金額(元),備註
<壹>,施工費,,,,,
<一>,　施工費：(發包部份),,,,,
<A>,　　施工費(項目),,,,,
<B>,　　污染防治費,,,,,
<C>,　　職業安全衛生費,,,,,
<D>,　　品管費,,,,,
<E>,　　包商利潤及什費,,,,,
<F>,　　承商管理及工程保險補助費,,,,,
,小計,,,,,
<二>,　物價指數調整工款,,,,,(廠商投標時勿填列)
<貳>,營業稅,,,,,
,總價,,,,,
　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
