project_id,normalized_project_id,source_root_relative_path,project_family,project_family_source,revision_family,duplicate_family,year_prefix,workbook_candidate_count,candidate_permitted_input_count,strict_permitted_input_count,target_reference_file_candidate_count,inventory_v1_has_all_three_completed_targets,onedrive_availability,current_cohort,development_eligibility,exclusion_reasons,previous_screening_status,previous_bundle_status,current_source_hash_status,generator_candidate_status
1110101,1110101,111年度工作\111年度工作\111年度訂單(已完成)\1110101飛達鳥嘴潭下游送水管E-2,飛達鳥嘴潭下游送水管E,frozen_cohort_manifest,REVFAM-111-E2A49671CF8F,DUPFAM-CCDCB9AFF1A1,111,5,5,2,3,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110102,1110102,111年度工作\111年度工作\111年度訂單(已完成)\1110102聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程,聯電FAB 12A P6擴建工程氨氮廢水處理廠電氣工程,derived_from_project_name,REVFAM-111-3B7E3B76EFA3,DUPFAM-0AE21D424B35,111,3,3,0,10,True,AVAILABLE,EXCLUDED_BY_PROTOCOL,EXCLUDED_BY_FROZEN_PROTOCOL,"original bundle-verification defect remains excluded unless corrected, regression tested, and independently audited",NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110103,1110103,111年度工作\111年度工作\111年度訂單(已完成)\1110103國倫水電控制箱,國倫水電控制箱,derived_from_project_name,REVFAM-111-5DC12377B020,DUPFAM-F0F6BADEF2EB,111,3,3,1,3,True,AVAILABLE,PHASE_C_ACCEPTED_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110104,1110104,111年度工作\111年度工作\111年度訂單(已完成)\1110104飛達機電屏東縣林邊溪伏流水\1110104生管文件,飛達機電,frozen_cohort_manifest,REVFAM-111-B256E921467A,DUPFAM-62D042701119,111,6,6,3,3,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110105,1110105,111年度工作\111年度工作\111年度訂單(已完成)\1110105宇博彰化番雅橋前操作箱,宇博彰化番雅橋前操作箱,derived_from_project_name,REVFAM-111-FEF6CD196B70,DUPFAM-57E9A9B0F0A3,111,2,2,1,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110202,1110202,111年度工作\111年度工作\111年度訂單(已完成)\1110202宇博鹽埔及竹田淨水場,宇博鹽埔及竹田淨水場,derived_from_project_name,REVFAM-111-94667EA17918,DUPFAM-84BD7F2EBA00,111,7,7,3,2,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110203,1110203,111年度工作\111年度工作\111年度訂單(已完成)\1110203宇博高雄廠大樹深井,宇博高雄廠大樹深井,derived_from_project_name,REVFAM-111-9EA34D6B6AE5,DUPFAM-EF00D915F280,111,7,7,3,3,True,AVAILABLE,PHASE_C_ACCEPTED_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110204,1110204,111年度工作\111年度工作\111年度訂單(已完成)\1110204宇博義竹所六區受支援水量計,宇博義竹,frozen_cohort_manifest,REVFAM-111-E213DB3CB4CD,DUPFAM-8391CC1A60D2,111,6,6,2,5,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110205,1110205,111年度工作\111年度工作\111年度訂單(已完成)\1110205昕辰嘉義縣中埔鄉頂寮村橫坑供水,昕辰嘉義,frozen_cohort_manifest,REVFAM-111-170BC2D52B8F,DUPFAM-FA8AEA25BFA0,111,7,7,2,6,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110206,1110206,111年度工作\111年度工作\111年度訂單(已完成)\1110206榮陳義竹所傳訊箱修改,榮陳義竹所傳訊箱修改,derived_from_project_name,REVFAM-111-F467CEEB080D,DUPFAM-0F86206282E1,111,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110301,1110301,111年度工作\111年度工作\111年度訂單(已完成)\1110301三裕正下營鐵道綠廊道\1110301生管文件,三裕正下營鐵道綠廊道,derived_from_project_name,REVFAM-111-DBF47F991557,DUPFAM-8B8CC16D3C44,111,1,1,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110309,1110309,111年度工作\111年度工作\111年度訂單(已完成)\1110309西富-聯電用箱S3二次配,西富,file_index_customer,REVFAM-111-B2981FB54AD3,DUPFAM-7ED1F8DA0EE4,111,0,0,0,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1110402,1110402,111年度工作\111年度工作\111年度訂單(已完成)\1110402西富-工具箱S3二次配,西富,file_index_customer,REVFAM-111-FAAB829523C5,DUPFAM-D5D180B1E994,111,0,0,0,3,True,AVAILABLE,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PREVIOUS_QUARANTINE_EVIDENCE_REQUIRED,previous quarantine/no-bundle requires new deterministic resolving evidence,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1110403,1110403,111年度工作\111年度工作\111年度訂單(已完成)\1110403臻輊營造-里佳分校附設幼兒園新建教室工程,臻輊營造,file_index_customer,REVFAM-111-E5049101123B,DUPFAM-E57A9AAE26D4,111,1,1,1,5,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110404,1110404,111年度工作\111年度工作\111年度訂單(已完成)\1110404宇博實業-芬園利民橋,宇博實業,file_index_customer,REVFAM-111-FCC0B98A11DE,DUPFAM-321B906EA997,111,7,7,3,5,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110405,1110405,111年度工作\111年度工作\111年度訂單(已完成)\1110405國倫水電-古坑所梅山站支援竹崎所機電工程,國倫水電,frozen_cohort_manifest,REVFAM-111-F6F37BD08A53,DUPFAM-474F27EE1140,111,7,7,2,3,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110406,1110406,111年度工作\111年度工作\111年度訂單(已完成)\1110406宇博二林芳苑8號井,宇博二林芳苑8號井,derived_from_project_name,REVFAM-111-E21FD6B994C8,DUPFAM-226654887842,111,1,1,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110410,1110410,111年度工作\111年度工作\111年度訂單(已完成)\1110410國倫水電-雲林廠轄下廠站原水井流量計改善工程,國倫水電,frozen_cohort_manifest,REVFAM-111-46CC965C0E24,DUPFAM-7750E7DC30F7,111,2,2,1,5,True,AVAILABLE,ANCHOR_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110411,1110411,111年度工作\111年度工作\111年度訂單(已完成)\1110411証銓工業-粉體塗料,証銓工業,file_index_customer,REVFAM-111-6A4C476EE596,DUPFAM-5096F9E617C9,111,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1110501,1110501,111年度工作\111年度工作\111年度訂單(已完成)\1110501詠翔鑫-凱倫傘業有限公司 作業廠房、辦公室新建工程,詠翔鑫,file_index_customer,REVFAM-111-B2DD6A544965,DUPFAM-61EA35D9429E,111,3,3,1,56,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110504,1110504,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程,三裕正,file_index_customer,REVFAM-111-91F97333A57E,DUPFAM-78757286BFE5,111,1,1,1,3,True,AVAILABLE,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PREVIOUS_QUARANTINE_EVIDENCE_REQUIRED,previous quarantine/no-bundle requires new deterministic resolving evidence,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110505,1110505,111年度工作\111年度工作\111年度訂單(已完成)\1110505正安消防-開關箱,正安消防,file_index_customer,REVFAM-111-7046B0AB17EF,DUPFAM-E1A9C69D0494,111,1,1,1,1,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110601,1110601,111年度工作\111年度工作\111年度訂單(已完成)\1110601三民營造-盤古臨時用電分電盤,三民營造,file_index_customer,REVFAM-111-A3B0A1CAB52A,DUPFAM-4C1685ECB9E0,111,1,1,1,1,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110606,1110606,111年度工作\111年度工作\111年度訂單(已完成)\1110606佑典-開關箱,佑典,file_index_customer,REVFAM-111-BA71AB4575CC,DUPFAM-E917FB1BA39A,111,3,3,1,2,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110701,1110701,111年度工作\111年度工作\111年度訂單(已完成)\1110701國倫高鐵台南車站清水池改善,國倫高鐵台南車站清水池改善,derived_from_project_name,REVFAM-111-8D77B8D598E5,DUPFAM-7E99AC8C4908,111,7,7,2,3,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110704,1110704,111年度工作\111年度工作\111年度訂單(已完成)\1110704超控鏡面淨水場廢水處理,超控鏡面淨水場廢水處理,derived_from_project_name,REVFAM-111-24572F8FE421,DUPFAM-D1A9596F22D8,111,5,5,2,9,True,AVAILABLE,PHASE_C_ACCEPTED_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110706,1110706,111年度工作\111年度工作\111年度訂單(已完成)\1110706核陽工程-聯電 12A P3 CUB 2F DRYER一次配電,核陽工程,file_index_customer,REVFAM-111-09F2659D9683,DUPFAM-E22A96D7D7D1,111,2,2,1,5,True,AVAILABLE,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PREVIOUS_QUARANTINE_EVIDENCE_REQUIRED,previous quarantine/no-bundle requires new deterministic resolving evidence,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110707,1110707,111年度工作\111年度工作\111年度訂單(已完成)\1110707鈺興豐電錶更換,鈺興豐電錶更換,derived_from_project_name,REVFAM-111-AE77EC28CE5A,DUPFAM-183F8CA5E2E4,111,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1110708,1110708,111年度工作\111年度工作\111年度訂單(已完成)\1110708華格-接地測試箱製作,華格,file_index_customer,REVFAM-111-F0196E7FFFEB,DUPFAM-75CA7CD44204,111,2,2,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110801,1110801,111年度工作\111年度工作\111年度訂單(已完成)\1110801華格-內埔工業區汙水管路工程,華格,file_index_customer,REVFAM-111-F4CA88A387B7,DUPFAM-FA508BA5B4DD,111,3,3,1,3,True,AVAILABLE,PHASE_C_ACCEPTED_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1110807,1110807,111年度工作\111年度工作\111年度訂單(已完成)\1110807正安消防-新市國小地下停車場電磁開關更換,正安消防,file_index_customer,REVFAM-111-B5916C007C54,DUPFAM-DDB714D39B35,111,1,1,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1110808,1110808,111年度工作\111年度工作\111年度訂單(已完成)\1110808三裕正下營綠廊道追加接線箱,三裕正下營綠廊道追加接線箱,derived_from_project_name,REVFAM-111-BED4736CABE7,DUPFAM-5475CEF7B09F,111,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1110901,1110901,111年度工作\111年度工作\111年度訂單(已完成)\1110901京鼎(三裕正)-臺南市西港區姑媽供民眾休息廣場及周設施改造工程,京鼎(三裕正),file_index_customer,REVFAM-111-741BA5970ED6,DUPFAM-01B33A1123EA,111,1,1,1,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120101,1120101,112年度工作\112年度工作\1120101顯茂工程-聯電P6 WH棟新建工程\1120101生管文件,顯茂工程,file_index_customer,REVFAM-112-494DC5E388BA,DUPFAM-076BA1B33452,112,7,7,3,9,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1120102,1120102,112年度工作\112年度工作\112年度工作(已完成)\1120102核陽工程-紅外線控制板\1120102生管文件,核陽工程,file_index_customer,REVFAM-112-5325B535E87D,DUPFAM-68E68221E7ED,112,2,2,0,6,True,AVAILABLE,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PREVIOUS_QUARANTINE_EVIDENCE_REQUIRED,previous quarantine/no-bundle requires new deterministic resolving evidence,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1120103,1120103,112年度工作\112年度工作\1120103國倫-抗旱2.0緊急計畫伏流水\1120103生管文件,國倫,file_index_customer,REVFAM-112-C44281C3E7C8,DUPFAM-0F312CD6F6C0,112,7,7,2,9,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120104,1120104,112年度工作\112年度工作\112年度工作(已完成)\1120104華格水電-店鋪住宅新建工程\1120104生管文件,華格水電,file_index_customer,REVFAM-112-6C39161F3659,DUPFAM-413CCA5CAF2D,112,3,3,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120105,1120105,112年度工作\112年度工作\112年度工作(已完成)\1120105正安消防-開關箱\1120105生管文件,正安消防,file_index_customer,REVFAM-112-6F19083C5B81,DUPFAM-8A28AAE46E22,112,2,2,0,1,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120106,1120106,112年度工作\112年度工作\1120106榮陳-東山加壓站新設管中加壓\1120106生管文件,榮陳,file_index_customer,REVFAM-112-9EBE8D01F1B4,DUPFAM-1A8C55DDB4A8,112,7,7,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120107,1120107,112年度工作\112年度工作\1120107榮陳-112年麻豆監控中心\1120107生管文件,榮陳,file_index_customer,REVFAM-112-5E3835408C8C,DUPFAM-24C9DF59991E,112,7,7,2,1,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120108,1120108,112年度工作\112年度工作\1120108新陳-琉球鄉5000m3配水池\1120108生管文件,新陳,file_index_customer,REVFAM-112-C2E8A367363A,DUPFAM-AA75A0F86BF3,112,7,7,2,2,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120201,1120201,112年度工作\112年度工作\112年度工作(已完成)\1120201立岳-南工處第三工務所辦公室整遷工程\1120201生管文件,立岳,file_index_customer,REVFAM-112-984D7C827A19,DUPFAM-7BDCBD529CF4,112,2,2,0,3,True,AVAILABLE,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PREVIOUS_QUARANTINE_EVIDENCE_REQUIRED,previous quarantine/no-bundle requires new deterministic resolving evidence,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1120202,1120202,112年度工作\112年度工作\1120202榮陳-新竹富百田社區開發供水\1120202生管文件,榮陳,file_index_customer,REVFAM-112-43FDCDCE25EA,DUPFAM-98241CE65CA7,112,7,7,2,4,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1120203,1120203,112年度工作\112年度工作\1120203榮陳-佳里所將軍水質監控站\1120203生管文件,榮陳,file_index_customer,REVFAM-112-E5E4C9BA5C35,DUPFAM-4E0FA4F3AFC8,112,7,7,2,1,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120204,1120204,112年度工作\112年度工作\1120204西富-聯電P34壓降改善工程\1120204生管文件,西富,file_index_customer,REVFAM-112-C220CAF99AC5,DUPFAM-A2490B8AA422,112,7,7,1,3,True,AVAILABLE,PREVIOUS_BUNDLE_REJECTED,PREVIOUS_REJECTION_RETRY_REQUIRED,previous bundle verification rejection requires accepted retry justification,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
1120205,1120205,112年度工作\112年度工作\112年度工作(已完成)\1120205顯茂-變壓器購買\1120205生管文件,顯茂,file_index_customer,REVFAM-112-E0ABD8AD5CB6,DUPFAM-A3556D102B74,112,1,1,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120206,1120206,112年度工作\112年度工作\1120206盛福-草屯淨水場儀表箱\1120206生管文件,盛福,file_index_customer,REVFAM-112-F4043260E41A,DUPFAM-83CED2EC8F5C,112,7,7,2,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1120207,1120207,112年度工作\112年度工作\112年度工作(已完成)\1120207顯茂-臨時盤\1120207生管文件,顯茂,file_index_customer,REVFAM-112-1CB3B0234685,DUPFAM-BE203412E592,112,3,3,1,3,True,AVAILABLE,PHASE_C_ACCEPTED_ALLOWED_EVAL,ALREADY_ALLOWED_EVAL,already verified ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,HASH_RECORDED_ALL_PROJECT_FILES,REFERENCE_COMPLETE_WORKSHEET_REVIEW_REQUIRED
