project_id,normalized_project_id,source_root_relative_path,project_family,project_family_source,revision_family,duplicate_family,year_prefix,workbook_candidate_count,candidate_permitted_input_count,strict_permitted_input_count,target_reference_file_candidate_count,inventory_v1_has_all_three_completed_targets,onedrive_availability,current_cohort,development_eligibility,exclusion_reasons,previous_screening_status,previous_bundle_status,current_source_hash_status,generator_candidate_status
1130806,1130806,113年度工作\1130806華格-RP盤\1130806 生管文件,華格,file_index_customer,REVFAM-113-963937A9809E,DUPFAM-BEB2E96099C7,113,4,4,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130807,1130807,113年度工作\1130807榮陳-台一線自來水幹管改遷\1130807 生管文件,榮陳,file_index_customer,REVFAM-113-64522E97376E,DUPFAM-71ED311A455F,113,7,7,2,10,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130808,1130808,113年度工作\1130808三裕正-歷史建築原龍崎庄長官舍修復工程\1130808 生管文件,三裕正,file_index_customer,REVFAM-113-8469E3E2453A,DUPFAM-8BF4B6FA0AF9,113,4,4,1,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130809,1130809,113年度工作\1130809榮陳-新市區南134線追加汙水控制盤\1130809 生管文件,榮陳,file_index_customer,REVFAM-113-54F624C4CCDE,DUPFAM-A08A5BCF5BD6,113,4,4,2,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130810,1130810,113年度工作\1130810瑨億霧峰區仁德巷11-12鄰供水\1130810 生管文件,瑨億霧峰區仁德巷11,file_index_customer,REVFAM-113-A34FC7F01587,DUPFAM-D4F1E9E2CD6B,113,7,7,2,9,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130901,1130901,113年度工作\1130901西富-聯電P6零星工程\1130901,西富,file_index_customer,REVFAM-113-98330653A13C,DUPFAM-B883835E1487,113,7,7,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130902,1130902,113年度工作\1130902國倫-朴子所六腳水量計\1130902,國倫,file_index_customer,REVFAM-113-7B138942107D,DUPFAM-82525FA26910,113,10,10,2,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130903,1130903,113年度工作\1130903器識-中普台南廠UT asH3.PH3填充室隔間及空調機電系統工程\1130903 生管文件,器識,file_index_customer,REVFAM-113-371990406908,DUPFAM-B6D865C3AEEE,113,4,4,1,9,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130904,1130904,113年度工作\1130904卓文彬-落地盤\1130904 生管文件,卓文彬,file_index_customer,REVFAM-113-8FDA7BC55B83,DUPFAM-CF2007628142,113,3,3,0,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130905,1130905,113年度工作\1130905姚銓-彰化照顧訓練及交流空間設置工程,姚銓,file_index_customer,REVFAM-113-12CAA35CD591,DUPFAM-AABAE43585A6,113,4,4,1,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130906,1130906,113年度工作\1130906利信-113年平鎮淨水廠一期哈汀快濾池台車\1130906 生管文件,利信,file_index_customer,REVFAM-113-D0C8F350239A,DUPFAM-DB43117CD632,113,7,7,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1130907,1130907,113年度工作\1130907瑨億水電-竹山所延平加壓站更新\1130907 生管文件,瑨億水電,file_index_customer,REVFAM-113-2C94ADFB226C,DUPFAM-EAA7EB617218,113,7,7,2,7,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131001,1131001,113年度工作\1131001器識-亞洲蔬菜中心電盤工程\1131001 生管文件,器識,file_index_customer,REVFAM-113-D93C01B7714C,DUPFAM-5D2E06886917,113,4,4,1,5,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131002,1131002,113年度工作\1131002旺邦營造-臨時電盤工程\1131002 生管文件,旺邦營造,file_index_customer,REVFAM-113-638E7982B538,DUPFAM-CB9EBB0D41DF,113,4,4,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131003,1131003,113年度工作\1131003濬創-台北港流量計儀錶箱\1131003 生管文件,濬創,file_index_customer,REVFAM-113-E61F700DEE42,DUPFAM-AE016123D722,113,4,4,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131004,1131004,113年度工作\1131004玖堡西螺水管橋增設儀表箱\1131004 生管文件,玖堡西螺水管橋增設儀表箱,derived_from_project_name,REVFAM-113-EA1B4C54781C,DUPFAM-5F24DC30A293,113,4,4,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131005,1131005,113年度工作\1131005榮陳-西螺水管橋增設管線工程\1131005 生管文件,榮陳,file_index_customer,REVFAM-113-722C5694B142,DUPFAM-DB5F65EFC071,113,7,7,2,10,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131006,1131006,113年度工作\1131006榮陳彰化市福田淨水場寬口井取水口\1131006 生管文件,榮陳彰化市福田淨水場寬口井取水口,derived_from_project_name,REVFAM-113-57891D8991E0,DUPFAM-15E7FB2BBFF7,113,7,7,2,13,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131007,1131007,113年度工作\1131007榮陳114白河所加壓站抽水機汰換\1131007 生管文件,榮陳114白河所加壓站抽水機汰換,derived_from_project_name,REVFAM-113-BADC540777FC,DUPFAM-8BCD8B48439F,113,7,7,2,14,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131008,1131008,113年度工作\1131008榮陳-嘉義廠廢水設備改善\1131008 生管文件,榮陳,file_index_customer,REVFAM-113-5C9DF9B10171,DUPFAM-3DDC81C61BA6,113,7,7,2,6,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131101,1131101,113年度工作\1131101核陽-聯電全家一次配電盤工程\1131101 生管文件,核陽,file_index_customer,REVFAM-113-C48427BED703,DUPFAM-B85C89235FAB,113,4,4,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131102,1131102,113年度工作\1131102國倫竹崎所阿里山場原水取水\1131102 生管文件,國倫竹崎所阿里山場原水取水,derived_from_project_name,REVFAM-113-4F2D14660E20,DUPFAM-D2AD652A0BC4,113,7,7,2,2,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131103,1131103,113年度工作\1131103國倫古坑所APFR更換\1131103 生管文件,國倫古坑所APFR更換,derived_from_project_name,REVFAM-113-9D38397DC8E0,DUPFAM-1F06E7E3E823,113,3,3,2,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131104,1131104,113年度工作\1131104宇博台水名牌,宇博台水名牌,derived_from_project_name,REVFAM-113-910878ED26E8,DUPFAM-D35C7A4A99A8,113,2,2,1,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131105,1131105,113年度工作\1131105橙富-開關箱製作,橙富,file_index_customer,REVFAM-113-C55AE5C4201E,DUPFAM-756AB2C5BA30,113,5,5,0,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131106,1131106,113年度工作\1131106榮陳-八掌溪支線(2K+400~2K+860)儲水幹道改建\1131106 生管文件,榮陳,file_index_customer,REVFAM-113-79AAF92E7413,DUPFAM-3FCF1BA283B8,113,7,7,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131107,1131107,113年度工作\1131107榮陳-八掌溪支線(2K+860~3K+280)儲水幹管道改建\1131107 生管文件,榮陳,file_index_customer,REVFAM-113-BA074D593C32,DUPFAM-2E3E6E775332,113,7,7,1,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131108,1131108,113年度工作\1131108華格-安聯追加盤\1131108 生管文件,華格,file_index_customer,REVFAM-113-23CC2B276CF3,DUPFAM-152F379B8CC0,113,5,5,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131109,1131109,113年度工作\1131109榮陳-鳥嘴潭人工湖下游水管橋工程(一)\1131109 生管文件,榮陳,file_index_customer,REVFAM-113-F386C7058ED3,DUPFAM-D9809D263618,113,7,7,2,5,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131110,1131110,113年度工作\1131110臻輊-同仁國小步道改善工程\1131110 生管文件,臻輊,file_index_customer,REVFAM-113-434C1E1C7B7F,DUPFAM-E69CED2500DC,113,4,4,1,2,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131111,1131111,113年度工作\1131111榮陳-長治百合淨水場擴建\1131111 生管文件,榮陳,file_index_customer,REVFAM-113-3ECF3D4D619D,DUPFAM-BD2957FCC54D,113,7,7,2,14,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131112,1131112,113年度工作\1131112榮陳-茅埔減壓池外管線及監控設備\1131112 生管文件,榮陳,file_index_customer,REVFAM-113-83751A383275,DUPFAM-B64936A207FF,113,7,7,2,5,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131113,1131113,113年度工作\1131113卓文彬-EMP開關盤\生管課用圖、鈑金施工圖、沖孔施工圖,卓文彬,file_index_customer,REVFAM-113-137069713D4F,DUPFAM-A2527EE86691,113,0,0,0,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1131201,1131201,113年度工作\1131201詠翔鑫-淵東段住宅工程\1131201 生管文件,詠翔鑫,file_index_customer,REVFAM-113-4D67B3ADB1D2,DUPFAM-447A0A304A8F,113,7,7,1,8,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131202,1131202,113年度工作\1131202新陳-濁幹線(11K+000~11K+725)改善工程\1131202 生管文件,新陳,file_index_customer,REVFAM-113-40E8D52FD48E,DUPFAM-75365BA9B22C,113,7,7,2,8,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131203,1131203,113年度工作\1131203宏展水電-星鑽段住宅工程,宏展水電,file_index_customer,REVFAM-113-3294781B2EEB,DUPFAM-09C34A651875,113,7,7,2,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131204,1131204,113年度工作\1131204盛福-竹科四期-竹南基地送水管後龍段工程\1131204 生管文件,盛福,file_index_customer,REVFAM-113-C1C7DBB033B5,DUPFAM-8700B60A5C10,113,7,7,2,14,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131205,1131205,113年度工作\1131205昱成機電-南科商場開關箱整復工程\1131205 生管文件,昱成機電,file_index_customer,REVFAM-113-9D7AFD5DF8C1,DUPFAM-4172034BA7B8,113,4,4,1,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131206,1131206,113年度工作\1131206飛達機電-鳥嘴潭人工湖下游送水管B-2-1\1131206 生管文件,飛達機電,file_index_customer,REVFAM-113-47947E10D930,DUPFAM-71AE2F4AB3F5,113,7,7,3,6,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131207,1131207,113年度工作\1131207亞睿科技-善化南科新設1200管線\1131207 生管文件,亞睿科技,file_index_customer,REVFAM-113-A2AECB50D97A,DUPFAM-53A4FAB3842E,113,7,7,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131208,1131208,113年度工作\1131208榮陳-馬稠後園區配水池二期受電箱\1131208 生管文件,榮陳,file_index_customer,REVFAM-113-5F9F851E63DE,DUPFAM-CE72D62819F5,113,5,5,2,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1131209,1131209,113年度工作\1131209榮陳-烏日至彰化送水管\1131209 生管文件,榮陳,file_index_customer,REVFAM-113-E073E59D9344,DUPFAM-8C7765D09E2C,113,7,7,2,5,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140101,1140101,114年度工作\114年度工作\1140101榮陳-彰化市福田淨水場快濾桶\1140101 生管文件,榮陳,file_index_customer,REVFAM-114-4B650BA3981D,DUPFAM-BF8920D200D4,114,7,7,2,26,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140102,1140102,114年度工作\114年度工作\1140102澄富-碁富廚餘貨櫃配電盤\1140102 生管文件,澄富,file_index_customer,REVFAM-114-41A00F459AD7,DUPFAM-1E7A91424706,114,4,4,1,3,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140103,1140103,114年度工作\114年度工作\1140103宗正,宗正,derived_from_project_name,REVFAM-114-AE10D794261A,DUPFAM-15F28ADB4CF0,114,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,NO_APPROVED_WORKSHEETS
1140104,1140104,114年度工作\114年度工作\1140104國倫-柳科配水池啟用前設備整修工程\1140104 生管文件,國倫,file_index_customer,REVFAM-114-B5C7C90B0DE6,DUPFAM-F676825CB0C7,114,7,7,2,6,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140201,1140201,114年度工作\114年度工作\1140201華格-日大金屬\1140201 生管文件,華格,file_index_customer,REVFAM-114-391E6845B27C,DUPFAM-CDD03A83FEAA,114,7,7,1,11,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140202,1140202,114年度工作\114年度工作\1140202昱成機電-廚房設備配電盤\1140202 生管文件,昱成機電,file_index_customer,REVFAM-114-529C3E4489A0,DUPFAM-A08AC6A295CD,114,2,2,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140203,1140203,114年度工作\114年度工作\1140203橙富-開關盤修改工程,橙富,file_index_customer,REVFAM-114-4BB490BAE216,DUPFAM-0A177646B465,114,0,0,0,0,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets|no potential permitted source workbook in current inventory,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
1140204,1140204,114年度工作\114年度工作\1140204何先生-溫室箱體工程\1140204 生管文件,何先生,file_index_customer,REVFAM-114-BA1659AF8F77,DUPFAM-A61BB4F0C016,114,3,3,1,4,False,AVAILABLE,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_CURRENTLY_DEVELOPMENT_ELIGIBLE,inventory v1 did not detect all three completed targets,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,HASH_RECORDED_ALL_PROJECT_FILES,WORKSHEET_REVIEW_REQUIRED
