decision_id,source_root_id,project_id,family_id,relative_path,file_name,file_id,sheet_id,file_sha256,file_size,workbook_format,worksheet_name,worksheet_visibility,worksheet_fingerprint,workbook_sheet_count,detected_project_identifiers,detected_customer_identifiers,detected_document_role,parser_name,parser_version,parse_status,formula_dependency_status,external_link_status,named_range_status,revision_status,duplicate_or_supersession,proposed_decision,final_decision,reason_codes,evidence_references,policy_version,reviewer_or_approver,decision_timestamp,approval_manifest_hash,sanitized_artifact_hash
SGD-256C8D049134D9,SRC-ALL-PROJECTS,1110706,核陽工程,111年度工作\111年度工作\111年度訂單(已完成)\1110706核陽工程-聯電 12A P3 CUB 2F DRYER一次配電\聯電 12A P3 CUB 2F DRYER一次配電工程標單-材料清單.xls,聯電 12A P3 CUB 2F DRYER一次配電工程標單-材料清單.xls,SRC-ALL-PROJECTS-FILE-05BCBD65FF18,SRC-ALL-PROJECTS-FILE-05BCBD65FF18-XLS-SHEET-001,6E97D0ABDE9D40F2D60F27692ACF72B93377AC3308EFB69F0B9A5DDCCFF7AF7D,36864,xls,材料設備,visible,70810DFF15348FE62927765C21BCEF2BC5DBFFFE90B452008D588D01F40B9D1E,1,1110706,核陽工程,allowed_material_list_workbook,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-05BCBD65FF18|SRC-ALL-PROJECTS-FILE-05BCBD65FF18-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,
SGD-B487A77172D9CE,SRC-ALL-PROJECTS,1110706,核陽工程,111年度工作\111年度工作\111年度訂單(已完成)\1110706核陽工程-聯電 12A P3 CUB 2F DRYER一次配電\聯電 12A P3 CUB 2F DRYER一次配電工程(工作紀錄單).xls,聯電 12A P3 CUB 2F DRYER一次配電工程(工作紀錄單).xls,SRC-ALL-PROJECTS-FILE-9983923C09B5,SRC-ALL-PROJECTS-FILE-9983923C09B5-XLS-SHEET-001,3EEEF063ABEE4CA4AB00E67AF0C63CE751A43C58F09BE7A28FCBBC8CBDBBDBF7,50688,xls,聯電 12A P3 CUB 2F DRYER一次配電工程,visible,83FAB16D374EC6834C9937C8463CB9BB0A84027D1895135C6DE4693A1AD62A87,1,1110706,核陽工程,spreadsheet_other,excel_com_legacy_xls,16.0,PARSED_WITH_FINGERPRINT,NONE,NONE,NAMED_RANGE_REVIEW_REQUIRED,CURRENT_OR_UNKNOWN,,QUARANTINED,UNREVIEWED,CURRENT_PROJECT_ID_MATCH_REVIEWABLE|LEGACY_XLS_PARSED_BY_EXCEL_COM_READ_ONLY|MACROS_DISABLED|NAMED_RANGE_PRESENT,SRC-ALL-PROJECTS-FILE-9983923C09B5|SRC-ALL-PROJECTS-FILE-9983923C09B5-XLS-SHEET-001,source_guard_policy_v2_autonomous_eval,,,,
