decision_id,relative_path,worksheet_name,worksheet_visibility,proposed_decision,reason_codes,parse_status,worksheet_fingerprint
SGD-2275B18F389C1A,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程\1100609110年台江國家公園保育植物苗圃新建工程材料清單.xlsx,預算總表,visible,QUARANTINED,EXTERNAL_LINK_PRESENT|FORMULA_REFERENCES_OTHER_SHEET|INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,5CC9A3BC258DBF4CE7BEC7B2E5FFE8B26912783EC96CFBBC8A2BE671374508C1
SGD-8528F2BEFB24A8,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程\1100609110年台江國家公園保育植物苗圃新建工程材料清單.xlsx,預算詳細表,visible,QUARANTINED,EXTERNAL_LINK_PRESENT|FORMULA_REFERENCES_OTHER_SHEET|INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,1C95923986A9BE77569D90E2DC640BCD643180B03D580A82D0FFBCB66ECBD92B
SGD-A75F5FBE2DB65F,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程\1100609110年台江國家公園保育植物苗圃新建工程材料清單.xlsx,預算單價分析表,visible,QUARANTINED,EXTERNAL_LINK_PRESENT|FORMULA_REFERENCES_OTHER_SHEET|INSUFFICIENT_IDENTITY,PARSED_WITH_FINGERPRINT,158749A1B0B1F83C4D942C7F552648EBB7CAA4BB1A0A837A01C55E6A73A03122
SGD-F62880104B8FCB,111年度工作\111年度工作\111年度訂單(已完成)\1110504三裕正-台江國家公園保育植物苗圃新建工程\1100609110年台江國家公園保育植物苗圃新建工程材料清單.xlsx,數量計算,hidden,QUARANTINED,EXTERNAL_LINK_PRESENT|FORMULA_REFERENCES_OTHER_SHEET|HIDDEN_OR_VERY_HIDDEN_SHEET,PARSED_WITH_FINGERPRINT,90C980DEE9F906473F1D6163072C52D8006D9838A7C1988B591DEEA15C19AD76
