rank,project_id,candidate_status,candidate_status_reasons,reference_availability,detected_output_types,workbook_candidate_count,candidate_permitted_input_count,current_cohort,previous_screening_status,previous_bundle_status,total_score
91,1140607,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.866402
92,1140603,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.854012
93,1140506,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.852837
94,1141001,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.833189
95,1120108,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.801213
96,1131003,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.781641
97,1140207,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.761005
98,1140407,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.740876
99,1140409,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.720186
100,1140902,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.718061
101,1120410,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.677836
102,1140807,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.673854
103,1141208,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.671391
104,1140609,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.633572
105,1120302,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,PUNCH|SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.593216
106,1141008,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.5895
107,1120702,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.580403
108,1150307,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.563755
109,1140312,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.546464
110,1150110,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.532723
111,1150101,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.532242
112,1131202,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.521969
113,1140104,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.506941
114,1131111,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.495858
115,1140805,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.482566
116,1121103,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.479854
117,1121005,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.479277
118,1120401,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,PRODUCTION|SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.466194
119,1140808,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.419165
120,1130807,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.353894
121,1120312,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.240712
122,1140511,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.198108
123,1141002,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.155826
124,1150505,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.133377
125,1140705,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.119525
126,1131005,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.109964
127,1141204,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.078366
128,1130503,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.076676
129,1130504,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.057517
130,1130801,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.008807
131,1140610,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,74.003856
132,1140801,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,73.194772
133,1140304,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.977666
134,1140406,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.868368
135,1131204,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.760776
136,1150302,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.750593
137,1131208,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,5,5,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.747637
138,1141005,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.715246
139,1140908,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.604072
140,1110403,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.430998
141,1141209,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.354054
142,1150305,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.263083
143,1141004,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.135879
144,1140410,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.986713
145,1130206,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.963263
146,1121203,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.957653
147,1150201,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.758992
148,1131006,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.573792
149,1120908,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.46236
150,1131102,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.309209
151,1130810,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.286167
152,1130110,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.261116
153,1120505,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.173238
154,1141108,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.140313
155,1131209,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.926907
156,1121105,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.921713
157,1130907,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.83397
158,1140601,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.822946
159,1140904,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.519033
160,1130708,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.39903
161,1140305,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.296009
162,1120803,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.240222
163,1140802,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.225817
164,1150508,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.022389
165,1141101,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,69.906893
166,1140302,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,69.491097
167,1120105,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,69.237273
168,1140307,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.967664
169,1131107,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.947989
170,1131106,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.881521
171,1120307,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.811809
172,1150306,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.808536
173,1131004,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.80542
174,1150402,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.686858
175,1141207,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.667712
176,1120310,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.648965
177,1120905,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.549358
178,1120406,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.533708
179,1141211,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.459286
180,1110505,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.441966
181,1120807,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.404513
182,1121104,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.401656
183,1120502,REFERENCE_PRESENCE_REVIEW_REQUIRED,metadata v2 found only a partial reference set,PARTIAL_REFERENCE_SET,SHEET_METAL,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,68.38869
