rank,project_id,candidate_status,candidate_status_reasons,reference_availability,detected_output_types,workbook_candidate_count,candidate_permitted_input_count,current_cohort,previous_screening_status,previous_bundle_status,total_score
277,1110504,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,1,1,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,103.814923
278,1110801,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,3,3,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,103.078482
279,1120201,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,2,2,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,101.375213
280,1120102,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,2,2,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,100.290773
281,1110404,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,99.788894
282,1110203,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,99.78074
283,1120207,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,3,3,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,99.387916
284,1110701,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,99.04829
285,1110704,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,5,5,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,97.421021
286,1120202,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,96.240199
287,1110102,EXCLUDED_PROTECTED_OR_PROTOCOL,"original bundle-verification defect remains excluded unless corrected, regression tested, and independently audited",VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,3,3,EXCLUDED_BY_PROTOCOL,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,95.865545
288,1110103,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,3,3,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,95.427906
289,1110501,EXCLUDED_PREVIOUS_REJECTION_RETRY_REQUIRED,prior bundle rejection preserved; retry requires defect/fix evidence,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,3,3,PREVIOUS_BUNDLE_REJECTED,PHASE_C_SCREENED,BUNDLE_VERIFICATION_REJECTED,95.2014
290,1110410,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,2,2,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,92.395494
291,1120309,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,2,2,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,90.053575
292,1120308,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,89.746492
293,1110706,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,2,2,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,89.45931
294,1130314,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,8,8,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,82.302135
295,1120305,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,7,7,PHASE_C_ACCEPTED_ALLOWED_EVAL,PHASE_C_ACCEPTED,ACCEPTED_BUNDLE_CURRENT,80.379233
296,1130307,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,8,8,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,76.975881
297,1130208,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,73.312809
298,1140903,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,72.754103
299,1131205,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,71.11327
300,1130406,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,6,6,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,70.312015
301,1110101,ALREADY_ALLOWED_EVAL,already accepted in the 13-project pool,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,5,5,ANCHOR_ALLOWED_EVAL,ALLOWED_EVAL_ANCHOR,ACCEPTED_BUNDLE_CURRENT,69.391494
302,1140202,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,63.653678
303,1150605,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,62.99444
304,1150504,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,62.943876
305,1150509,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,62.718983
306,1130401,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,62.593567
307,1140510,REFERENCE_REVIEW_BLOCKED_BY_SOURCE_METADATA,no potential permitted source workbook,PARTIAL_REFERENCE_SET,SHEET_METAL,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,62.109105
308,1110901,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,60.093344
309,1130204,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,59.327912
310,1130301,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,6,6,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,58.155231
311,1131203,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,57.374239
312,1110402,EXCLUDED_PREVIOUS_QUARANTINE_REQUIRES_EVIDENCE,prior quarantine/no-bundle preserved,VERIFIED_ALL_THREE,PRODUCTION|PUNCH|SHEET_METAL,0,0,PREVIOUS_QUARANTINED_OR_NO_BUNDLE,PHASE_C_SCREENED,QUARANTINED_OR_NO_BUNDLE,57.270777
313,1120903,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.553598
314,1120904,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,56.452713
315,1120402,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,54.741651
316,1140403,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,52.534445
317,1121001,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,50.026532
318,1121106,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,4,4,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,47.558623
319,1150506,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,46.900989
320,1150507,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,46.691128
321,1130312,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,43.481418
322,1130313,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,43.149495
323,1130701,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,41.979691
324,1140505,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,41.173583
325,1150511,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,41.016068
326,1140709,REFERENCE_REVIEW_BLOCKED_BY_SOURCE_METADATA,no potential permitted source workbook,PARTIAL_REFERENCE_SET,SHEET_METAL,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,40.968244
327,1130604,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,38.831467
328,1141007,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,34.704902
329,1130202,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,34.379097
330,1130106,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,34.335043
331,1130502,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,34.057607
332,1120409,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,33.897663
333,1130103,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,33.881181
334,1150603,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.905714
335,1120703,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.452889
336,1150601,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.367589
337,1140707,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.323949
338,1150404,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,7,7,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.31479
339,1141006,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.077463
340,1120404,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,32.058843
341,1131103,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,31.629777
342,1130609,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,31.514058
343,1140907,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,31.0458
344,1140708,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.695128
345,1150604,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,5,5,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.630476
346,1131113,REFERENCE_REVIEW_BLOCKED_BY_SOURCE_METADATA,no potential permitted source workbook,PARTIAL_REFERENCE_SET,SHEET_METAL,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.589132
347,1130509,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.55053
348,1120705,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.520702
349,1120303,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.279093
350,1120506,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,30.261619
351,1130710,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,29.781153
352,1110309,REFERENCE_REVIEW_BLOCKED_BY_SOURCE_METADATA,no potential permitted source workbook,PARTIAL_REFERENCE_SET,SHEET_METAL,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,29.243595
353,1110708,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,27.855538
354,1130805,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,27.840429
355,1130306,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.618453
356,1121004,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.363315
357,1130706,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.188356
358,1110105,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.186166
359,1130705,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.095232
360,1120306,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,26.054288
361,1140504,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,25.869417
362,1131104,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,25.631021
363,1110406,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,25.474751
364,1120707,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,25.379252
365,1120704,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,25.103406
366,1140208,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.99767
367,1110411,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.675417
368,1110707,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.589752
369,1130512,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.481514
370,1150105,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.190254
371,1110808,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,24.031097
372,1150304,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,23.493452
373,1130203,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,23.038561
374,1130603,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,22.760182
375,1121003,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,3,3,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,22.617584
376,1130607,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,22.23616
377,1140310,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,2,2,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,22.203836
378,1140203,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,22.12765
379,1110807,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,1,1,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,21.842869
380,1110206,AUTO_EXCLUDED,no all-three completed reference set detected by metadata v2,NO_REFERENCE_SET,,0,0,UNASSIGNED_DEVELOPMENT_INVENTORY,NOT_PREVIOUSLY_SCREENED,NOT_PREVIOUSLY_SCREENED,21.758362
