台灣自來水公司第五區管理處,,,,,,
單價分析表[標單],,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
台灣自來水公司第五區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：義竹所六區支受援水量計汰換工程,,,,,
項次：,工程編號：WR100501A4,,,,第 16 頁 共 44 頁,
31,工作項目：自來水用金屬管材另件，標稱管徑900mm，夜間施工，安裝,,單位：10M/件,,計價代碼：025010M22A,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,電動吊車,時,1.7,,,(含作業手)
,技術工，夜間,工,0.8,,,
,大工，夜間,時,0.8,,,
,零星工料,式,1,,,
,合計,10M/件,,,,
,計,M/件,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 M/件 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
32,工作項目：自來水用金屬管材另件，標稱管徑900mm，夜間施工，拆除,,單位：10M/件,,計價代碼：025010M23A,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,開挖機，0.60~0.69m3，總重12噸,時,1,,,
,傾卸貨車，含覆蓋,時,1,,,
,技術工，夜間,工,0.7,,,
,零星工料,式,1,,,
,合計,10M/件,,,,
,計,M/件,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 M/件 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
台灣自來水公司第五區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：義竹所六區支受援水量計汰換工程,,,,,
項次：,工程編號：WR100501A4,,,,第 17 頁 共 44 頁,
33,工作項目：自來水管埋設，管徑900mm，新舊管連接，日間施工,,單位：處,,計價代碼：025050QE001A,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,技術工,工,9,,,
,小工,工,8,,,
,開挖機，0.80~0.89m3，總重20噸,時,9,,,
,電動吊車,時,9,,,(含作業手)
,機具不分類，使用費,式,1,,,
,排水及洗管費，900≦管徑≦1000mm,處,1,,,
,臨時設施，安全設備,式,1,,,
,零星工料,式,1,,,
,計,處,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 處 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
34,工作項目：自來水管埋設，管徑900mm，新舊管連接，夜間施工,,單位：處,,計價代碼：025050QE002A,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,技術工，夜間,工,9,,,
,小工，夜間,工,8,,,
,開挖機，0.80~0.89m3，總重20噸,時,9,,,
,機具不分類，使用費,式,9,,,
,臨時設施，照明設備，夜間,時,9,,,
,臨時設施，安全設備，夜間,時,9,,,
,排水及洗管費，900≦管徑≦1000mm,處,1,,,
,零星工料,式,1,,,
,電動吊車,時,1,,,(含作業手)
,計,處,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 處 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
台灣自來水公司第五區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：義竹所六區支受援水量計汰換工程,,,,,
項次：,工程編號：WR100501A4,,,,第 18 頁 共 44 頁,
35,工作項目：自來水用金屬管材另件，鋼管，標稱管徑900mm，日間施工，工地焊接,,單位：口,,計價代碼：025011M16B,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,電焊工,工,1.9,,,
,產品，自來水用金屬管材另件，焊條,KG,1.7,,,
,產品，自來水用金屬管材另件，碳棒,式,1,,,
,機具不分類，螺栓旋緊器具,式,1,,,
,零星工料,式,1,,,
,計,口,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 口 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
36,工作項目：自來水用金屬管材另件，鋼管，標稱管徑900mm，夜間施工，工地焊接,,單位：口,,計價代碼：025011M26B,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,電焊工，夜間,工,1.9,,,
,產品，自來水用金屬管材另件，焊條,KG,1.7,,,
,產品，自來水用金屬管材另件，碳棒,式,1,,,
,臨時設施，照明設備，夜間,式,1,,,
,機具不分類，螺栓旋緊器具,式,1,,,
,零星工料,式,1,,,
,計,口,,,,
,人工：　　　　　　　　機具：　　　　　　　　,,每 口 單價計,,,
,材料：　　　　　　　　雜項：　　　　　　　　,,,,,
　　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
台灣自來水公司第五區管理處,,,,,,
單價分析表[標單],,,,,,
,工程名稱：義竹所六區支受援水量計汰換工程,,,,,
項次：,工程編號：WR100501A4,,,,第 19 頁 共 44 頁,
37,工作項目：自來水用接頭管件，機械接頭(K型，含配件)，標稱管徑700mm,,單位：口,,計價代碼：025021K00A,
,工料名稱,單位,數量,單價,複價,編碼(備註)
,技術工,工,0.1882,,,
,產品，自來水用接頭管件，機械接頭(K型，含配件)，標稱管徑700mm,組,1,,,
,零星工料,式,1,,,
,計,口,,,,
