台灣自來水公司第五區管理處,,,,,,
總表[標單],,,,,,
,,,,,第 1 頁 共 1 頁,
工程名稱,嘉縣中埔鄉頂埔村橫坑供水延管工程-機電,,,會計科目,,
施工地點,嘉義縣中埔鄉,,,工程編號,PI11050102,
項 次,工  作  項  目,,,,金額(元),備註
<壹>,施工費：,,,,,
<一>,　施工費：(發包部份),,,,,
<A>,　　施工費(項目),,,,,
<B>,　　污染防治費,,,,0,
<C>,　　職業安全衛生費,,,,,
<D>,　　包商利潤及什費,,,,,
<E>,　　品管費,,,,,
<F>,　　承商管理及工程保險補助費,,,,,
<G>,　　工程用水費,,,,,
,小計,,,,,
<二>,　物價指數調整,,,,0,(承商投標時勿填列)
<貳>,營業稅,,,,,
,總價,,,,,
　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
