台灣自來水公司第五區管理處,,,,,,
總表[標單],,,,,,
,,,,,第 1 頁 共 1 頁,
工程名稱,古坑所梅山站支援竹崎所機電工程,,,會計科目,,
施工地點,嘉義縣梅山鄉,,,工程編號,WR100519A8,
項 次,工  作  項  目,,,,金額(元),備註
<壹>,施工費：,,,,,
<一>,　施工費：(發包部份),,,,,
<A>,　　施工費(項目),,,,,
<B>,　　污染防治費,,,,,
<C>,　　職業安全衛生費,,,,,
<D>,　　品管費,,,,,
<E>,　　承商管理及工程保險補助費,,,,,
<F>,　　包商利潤及什費,,,,,
,小計,,,,,
<二>,　物價指數調整款,,,,,
<貳>,營業稅,,,,,
,總價,,,,,
　投標廠商：　　　　　　　　　　　　　　　　　　　負責人：,,,,,,
